gender,education,income,religion,ethnicity,age,party_id,immigSelf,euRefVote,k1,k2,k3,k4,survey_wt
1,postgrad,8,no_religion,white_british,4,snp,6,leave,1,1,1,1,1.28145396573179
2,postgrad,3,baptist,white_british,5,no_party,6,leave,1,1,1,1,0.553109935130566
1,postgrad,9,no_religion,white_british,5,cons,4,remain,1,1,1,1,0.792828904884432
1,a-level,12,presbyterian,white_british,7,cons,7,leave,1,1,1,1,0.305669065647377
2,a-level,3,no_religion,white_british,6,labour,9,leave,1,1,1,1,0.480862882574366
1,gcse,5,no_religion,white_british,7,no_party,0,remain,1,1,1,1,0.811158797564982
1,gcse,1,c_of_e,white_british,6,no_party,2,remain,1,1,1,1,1.08687230887764
2,undergrad,8,presbyterian,white_british,7,snp,3,leave,1,0,1,0,0.627987125573763
1,a-level,13,no_religion,white_british,6,libdem,4,leave,1,1,1,1,0.61812924591827
1,gcse,14,no_religion,white_british,5,no_party,5,leave,1,1,1,1,0.721528993862545
2,gcse,3,presbyterian,white_british,7,cons,6,remain,1,1,0,1,0.959930432647372
1,gcse,6,no_religion,white_british,7,no_party,5,remain,1,1,1,1,0.520360026378999
1,a-level,8,pentecostal,white_british,6,cons,0,leave,1,1,1,1,0.363100506392974
2,undergrad,3,no_religion,white_british,6,no_party,9,leave,1,1,1,1,0.860202935910121
2,undergrad,7,no_religion,white_british,7,green,10,leave,1,1,1,1,0.383382376239848
1,a-level,7,no_religion,white_british,4,no_party,3,leave,0,1,1,1,0.920672946883649
1,undergrad,14,no_religion,white_british,2,no_party,5,leave,1,1,1,0,2.08828300784721
2,undergrad,13,no_religion,white_british,4,green,8,leave,1,1,1,1,0.432223790898904
1,a-level,12,other,mixed,4,no_party,3,no_vote_ref,0,0,0,0,2.87250701210972
2,undergrad,9,no_religion,white_british,6,snp,10,leave,1,1,1,1,0.539559176915869
2,undergrad,5,no_religion,white_british,7,labour,7,leave,1,1,1,1,0.382715252489737
1,a-level,7,presbyterian,white_british,7,libdem,5,remain,1,1,1,1,0.507864323115626
2,gcse,3,baptist,white_british,6,labour,0,remain,1,0,1,0,1.11171416599783
1,gcse,5,presbyterian,white_british,5,no_party,1,remain,1,1,1,1,1.92858719024494
2,no_qual,3,catholic,white_british,6,labour,0,leave,1,0,0,0,0.846015874498054
2,postgrad,1,no_religion,white_other,4,snp,8,leave,1,1,1,1,1.04119197261325
1,a-level,13,no_religion,white_british,5,labour,0,remain,1,1,1,1,0.644576370168953
2,a-level,8,prefer_not_say_religion,white_british,5,labour,0,remain,1,1,1,1,0.877450067798251
1,a-level,8,catholic,white_british,2,labour,10,leave,1,1,1,1,2.31148547639467
1,undergrad,11,c_of_e,white_british,7,snp,10,leave,1,1,1,1,0.451148395800111
1,a-level,2,catholic,white_british,2,snp,8,leave,1,1,0,1,0.725496896429107
1,gcse,4,presbyterian,white_british,5,cons,4,leave,1,1,0,0,0.925630066511164
1,a-level,5,no_religion,white_british,7,snp,5,leave,1,1,1,1,0.733673352533319
1,gcse,10,no_religion,white_british,5,no_party,5,remain,1,1,1,1,0.319754468661256
1,gcse,3,presbyterian,white_british,7,cons,0,remain,1,1,1,1,0.528815423489798
2,a-level,3,no_religion,white_british,7,no_party,0,remain,1,1,1,1,2.23433610866118
2,a-level,6,catholic,white_british,4,labour,3,leave,1,0,0,1,0.77556752246238
2,gcse,3,no_religion,white_british,3,labour,0,remain,1,0,0,0,3.33081882898527
1,a-level,13,catholic,white_british,5,no_party,0,leave,1,0,1,1,0.651973582612506
1,undergrad,9,presbyterian,white_british,5,snp,5,leave,0,0,0,0,1.6127259134358
1,undergrad,10,no_religion,white_british,3,libdem,4,remain,1,0,1,0,2.01322356220128
2,undergrad,4,presbyterian,white_british,7,labour,5,leave,1,1,1,1,0.377865142492119
2,postgrad,13,presbyterian,white_british,5,cons,5,remain,1,1,1,1,0.361588479377963
1,undergrad,5,catholic,white_british,7,labour,8,remain,1,1,1,1,0.322838646599449
1,undergrad,15,no_religion,white_british,4,labour,9,leave,1,0,0,0,1.10506005004521
1,gcse,4,no_religion,white_british,6,libdem,5,leave,1,1,1,1,0.940131810669278
1,gcse,8,no_religion,white_british,4,green,5,leave,1,1,1,1,0.960588480357104
2,a-level,5,no_religion,white_british,4,no_party,4,remain,1,0,1,0,1.18757932467273
1,undergrad,8,no_religion,chinese,4,no_party,0,leave,1,1,1,1,1.75093684038125
2,below_gcse,11,c_of_e,white_british,4,brexit_party,0,remain,1,0,0,0,0.765014722577981
2,a-level,9,no_religion,white_british,7,no_party,5,leave,1,0,0,1,1.02952329754047
2,a-level,5,c_of_e,white_british,3,no_party,5,leave,1,1,1,0,1.30845784999914
1,gcse,6,other,white_british,5,libdem,6,leave,1,1,1,1,0.913234749249016
2,undergrad,13,c_of_e,white_british,4,cons,3,remain,1,0,0,1,1.18757932467273
2,postgrad,13,catholic,white_british,6,libdem,8,leave,1,1,1,1,0.58616479295784
2,gcse,3,presbyterian,white_british,6,cons,0,remain,1,1,1,1,0.504755315930547
2,postgrad,13,no_religion,white_british,6,libdem,5,remain,1,1,1,1,0.526871489283729
2,undergrad,5,methodist,white_british,6,cons,4,remain,0,0,1,1,0.596861182690098
1,undergrad,7,prefer_not_say_religion,white_british,5,no_party,3,leave,0,0,0,0,2.13256417101509
2,a-level,6,c_of_e,white_british,6,cons,0,remain,1,1,1,0,1.69276902828671
1,undergrad,7,islam,white_british,3,green,3,leave,1,1,1,0,1.62408075326028
2,postgrad,10,judaism,white_other,7,cons,5,remain,0,1,1,1,0.911869158611354
2,below_gcse,6,c_of_e,white_british,5,cons,0,no_vote_ref,1,0,0,0,1.45103078946903
2,gcse,5,no_religion,white_british,6,cons,2,remain,1,1,1,1,0.623704289197975
2,a-level,4,no_religion,white_british,2,no_party,5,leave,1,0,0,0,1.75471902295967
2,below_gcse,4,c_of_e,white_british,6,cons,2,remain,1,1,1,1,0.853312741077575
2,no_qual,4,c_of_e,white_british,7,no_party,5,remain,1,1,1,0,1.4710233285184
2,undergrad,12,catholic,white_british,5,cons,5,remain,1,1,0,1,1.5264988575334
1,gcse,5,no_religion,white_british,7,cons,3,remain,1,1,1,1,1.17285322561907
1,gcse,9,no_religion,white_british,6,labour,9,leave,1,1,1,1,0.581930127655587
1,undergrad,6,c_of_e,white_british,6,cons,3,remain,1,1,1,1,0.973021534897006
1,a-level,10,c_of_e,white_british,7,cons,3,remain,1,1,1,1,0.778781063668733
2,a-level,4,c_of_e,white_british,6,cons,1,remain,1,1,1,1,1.00329357605569
2,postgrad,12,catholic,white_british,7,libdem,5,leave,1,1,1,1,0.640269710751756
1,undergrad,8,evangelical,white_british,7,cons,0,remain,1,1,1,1,0.836987580666095
2,no_qual,8,no_religion,white_british,5,no_party,0,remain,0,0,0,0,1.72934435002103
1,gcse,6,catholic,white_british,7,brexit_party,0,remain,1,1,1,1,0.751142621039962
1,a-level,11,catholic,white_british,5,brexit_party,0,remain,1,1,1,1,1.49731914713667
2,below_gcse,6,c_of_e,white_british,5,no_party,0,remain,1,0,0,0,0.80633348589431
2,undergrad,6,c_of_e,white_british,5,cons,1,remain,1,1,0,0,0.930220505483618
1,undergrad,7,no_religion,white_british,4,no_party,5,remain,1,1,1,1,3.1836243026226
2,a-level,6,no_religion,white_british,4,cons,2,remain,1,0,1,1,0.801376462632875
1,gcse,7,no_religion,white_british,6,cons,4,remain,1,1,1,1,0.850725012377736
1,undergrad,7,catholic,white_british,4,libdem,6,leave,0,0,1,0,1.25659945251167
1,no_qual,3,c_of_e,white_british,7,brexit_party,1,remain,1,1,1,1,0.607508347147213
2,undergrad,14,catholic,white_british,6,cons,2,leave,1,1,1,1,0.472076604196585
2,gcse,4,no_religion,white_british,6,cons,3,remain,1,1,1,0,0.591576874169177
1,a-level,7,c_of_e,white_british,7,cons,3,remain,1,1,1,1,0.900281436625881
1,a-level,10,no_religion,white_british,7,cons,6,leave,1,1,1,1,0.597791880263761
1,postgrad,13,catholic,white_british,4,cons,0,leave,1,1,1,1,1.21200354086568
1,postgrad,13,no_religion,white_british,6,labour,3,remain,0,1,1,1,0.94690142965146
1,gcse,10,c_of_e,white_british,5,labour,3,leave,1,1,1,1,0.950914759407524
1,a-level,10,no_religion,white_british,4,labour,7,leave,0,0,0,0,1.90567393568786
2,undergrad,4,no_religion,mixed,3,no_party,6,remain,1,0,0,0,1.50613959038556
1,gcse,4,c_of_e,white_british,7,no_party,4,no_vote_ref,1,1,0,1,0.629861738285228
2,gcse,6,c_of_e,white_british,7,cons,1,remain,1,1,0,0,0.864898183816833
2,gcse,6,evangelical,white_british,7,brexit_party,0,remain,1,1,1,1,0.69995022251804
2,a-level,5,c_of_e,white_british,6,cons,2,leave,1,1,1,1,0.679103293326699
1,undergrad,6,catholic,white_british,7,libdem,0,leave,1,1,1,1,0.424761927328079
1,a-level,6,methodist,white_british,6,cons,3,remain,1,0,1,0,0.793886803193626
1,a-level,12,evangelical,white_british,6,green,5,leave,1,1,1,1,0.553102681607161
2,undergrad,9,c_of_e,white_british,6,labour,8,leave,1,1,1,1,0.759562259244661
2,a-level,12,no_religion,white_british,2,green,7,leave,1,0,0,0,2.27686191898402
2,undergrad,8,united_reformed,white_british,6,cons,5,leave,1,1,1,1,0.706753551994704
2,undergrad,5,c_of_e,white_british,7,labour,7,leave,1,1,0,1,0.755252718086739
1,postgrad,4,no_religion,white_british,3,libdem,5,leave,1,1,1,1,1.30776295071509
1,undergrad,13,catholic,white_british,7,labour,1,remain,1,1,1,1,0.605313249816649
1,gcse,5,no_religion,white_british,4,no_party,6,no_vote_ref,1,0,0,0,1.70905741471155
2,postgrad,14,no_religion,white_british,4,green,10,leave,0,1,1,1,0.820958893407363
1,undergrad,10,c_of_e,white_british,4,cons,3,remain,1,1,1,1,1.56469421492574
2,below_gcse,6,c_of_e,white_british,7,cons,5,remain,1,0,1,0,0.734835794264886
2,gcse,7,c_of_e,white_british,6,labour,0,remain,1,1,0,0,0.722014576242062
1,undergrad,13,methodist,white_british,5,cons,4,remain,1,1,1,1,1.4110040366016
1,undergrad,9,c_of_e,white_british,7,cons,0,remain,1,1,1,1,0.668629918373268
1,gcse,7,c_of_e,white_british,7,labour,6,leave,1,1,1,1,0.545741041508205
1,postgrad,13,no_religion,white_british,6,green,7,leave,1,1,1,1,0.999713706780869
1,below_gcse,7,c_of_e,white_british,6,cons,3,remain,1,1,1,1,0.507904943253345
1,gcse,13,c_of_e,white_british,6,other,3,no_vote_ref,1,1,1,1,0.770001268319651
1,undergrad,13,no_religion,white_british,5,green,10,leave,1,1,1,1,0.694918611326916
2,undergrad,3,c_of_e,white_british,7,libdem,5,leave,1,1,0,1,0.683733205493664
1,a-level,1,no_religion,white_british,6,no_party,0,remain,1,1,1,1,0.707267542150846
2,postgrad,11,no_religion,white_british,5,labour,10,no_vote_ref,1,0,0,0,0.914782863816227
2,gcse,6,no_religion,white_british,6,no_party,5,remain,1,1,0,1,1.29161838734392
1,undergrad,12,no_religion,white_british,5,cons,5,leave,1,1,1,1,0.54574997728091
2,postgrad,11,c_of_e,white_british,7,libdem,5,leave,0,1,1,1,0.498985150440531
2,undergrad,7,catholic,white_british,4,labour,10,leave,1,0,1,1,0.740321209015106
1,undergrad,6,judaism,white_british,7,cons,8,remain,1,1,1,1,0.747959374835494
1,undergrad,7,catholic,white_british,5,no_party,6,leave,1,1,1,1,0.729586175790818
1,a-level,7,no_religion,prefer_not_say_ethnic,6,no_party,5,leave,1,1,1,1,0.733980886661539
1,undergrad,9,catholic,white_irish,3,no_party,5,leave,1,0,1,0,0.958132507994886
2,a-level,5,no_religion,chinese,2,green,5,leave,1,0,0,0,1.72032657076239
2,postgrad,5,no_religion,prefer_not_say_ethnic,4,no_party,5,leave,1,1,0,1,1.8147110968108
1,postgrad,9,prefer_not_say_religion,white_asian,5,no_party,6,leave,1,1,1,1,0.928401089138707
2,undergrad,6,no_religion,white_british,5,labour,1,remain,1,1,0,0,0.627194755442711
1,gcse,4,c_of_e,white_british,7,no_party,8,leave,1,1,1,1,0.593433098729684
2,postgrad,10,no_religion,white_british,7,plaid,10,leave,1,1,1,1,0.0990965245755278
2,a-level,13,c_of_e,white_british,5,labour,0,remain,1,1,1,1,0.638185942353551
2,gcse,7,no_religion,white_british,7,cons,5,leave,1,1,1,1,0.455445924456118
2,gcse,4,no_religion,white_british,4,no_party,0,remain,1,0,1,0,1.05179572887913
2,a-level,8,catholic,white_british,6,no_party,8,leave,1,0,0,1,0.759775506985125
1,a-level,7,other,white_other,4,other,2,remain,1,1,1,1,0.453036953040811
2,a-level,10,no_religion,white_british,4,no_party,6,no_vote_ref,1,0,0,1,0.702042494598704
2,a-level,10,no_religion,white_british,2,labour,7,leave,1,0,0,0,1.37147167247471
2,undergrad,13,c_of_e,white_british,4,labour,5,leave,1,1,1,1,0.357552398329535
1,gcse,1,no_religion,white_british,4,labour,5,no_vote_ref,0,0,0,0,1.7829010667929
1,a-level,13,no_religion,white_british,5,labour,6,remain,1,1,1,1,0.727934554313172
2,gcse,6,no_religion,white_british,6,labour,10,leave,1,1,1,1,0.361349566960485
2,undergrad,11,no_religion,white_british,3,green,4,remain,1,0,0,0,1.22929601721104
1,a-level,4,methodist,white_british,7,libdem,10,leave,1,1,1,1,0.669230418081478
2,undergrad,8,judaism,white_british,6,cons,3,remain,1,1,1,1,0.751722604062044
2,undergrad,9,c_of_e,white_british,6,labour,5,leave,1,1,1,1,0.785665956533757
1,no_qual,4,c_of_e,white_british,7,cons,0,remain,1,1,1,1,0.617331951306982
2,postgrad,4,baptist,white_british,2,plaid,4,remain,1,0,1,0,1.63679248496643
1,below_gcse,10,c_of_e,white_british,5,labour,0,remain,1,0,0,1,1.64547523741603
2,gcse,3,c_of_e,white_british,7,green,5,leave,1,1,1,1,0.347004154101847
2,a-level,5,no_religion,white_british,5,no_party,5,leave,1,1,1,1,0.38214845849513
1,gcse,7,c_of_e,white_british,6,cons,3,remain,0,1,1,1,0.882253135816267
1,undergrad,14,no_religion,white_british,6,labour,8,leave,1,1,1,1,0.412619299446281
1,undergrad,5,no_religion,white_other,5,libdem,7,leave,0,0,0,1,0.70275429018287
1,no_qual,9,c_of_e,white_british,7,cons,0,remain,1,1,1,1,0.853691425271881
2,a-level,7,no_religion,white_british,5,libdem,6,leave,1,0,0,0,0.602806754194218
1,gcse,2,c_of_e,white_british,5,labour,4,remain,0,1,1,1,1.7829010667929
1,undergrad,11,no_religion,white_british,7,labour,5,leave,1,1,1,1,0.729248480979918
1,undergrad,14,no_religion,white_british,3,labour,6,leave,1,1,1,1,0.735662437178647
2,undergrad,3,no_religion,white_british,6,no_party,5,remain,1,1,1,1,1.93197188934818
2,postgrad,10,no_religion,white_british,4,no_party,7,leave,0,0,0,0,1.01576298909026
1,no_qual,7,catholic,white_british,7,cons,9,remain,1,1,1,1,0.41284080943227
1,gcse,4,c_of_e,white_british,6,cons,5,no_vote_ref,1,1,1,1,1.18149721495077
2,below_gcse,4,c_of_e,white_british,7,cons,2,leave,1,1,1,1,0.877581993586564
2,below_gcse,5,c_of_e,white_british,6,cons,4,remain,1,1,1,0,0.7175585532863
1,a-level,12,no_religion,white_british,6,cons,5,remain,1,1,1,1,0.585114925102087
